"Sex","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight","target"
"I",0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,"7"
"I","Iv7liwQ1P0",0.205,0.095,0.1595,0.077,0.032,0.0435,"5"
"I",0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,"7"
"I",0.34,0.25,0.09,0.179,0.0775,0.033,0.055,"6"
"I",0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,"6"
"I",0.345,0.255,0.085,0.2005,"LBYXiGPRVK",0.037,0.05,"5"
"I",0.35,0.27,0.075,0.215,0.1,0.036,0.065,"6"
"I",0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,"8"
"I",0.36,0.27,0.085,0.196,0.0875,0.035,0.064,"4"
"0eHfYbQw1H",0.365,0.27,0.085,"tKnaak7sUS",0.081,0.042,0.058,"6"
"I",0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,"7"
"I",0.365,0.265,0.085,0.213,0.0945,0.049,0.06,"7"
"X4PHGcqLSA",0.37,0.29,0.09,0.2445,"ERti8b59Rm",0.0655,0.075,"7"
"I",0.37,0.28,0.085,0.217,0.1095,0.035,0.062,"6"
"I",0.375,0.29,0.095,0.213,0.096,0.041,0.061,"5"
"I",0.375,0.29,"ipW2zmeXTe",0.2385,0.118,0.045,0.0695,"7"
"I",0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,"6"
"I","q3gyCHcCW3",0.275,"m27HYDq43o",0.2465,0.11,0.0415,0.0775,"6"
"I",0.375,0.28,0.08,0.2025,"uudgYl0OeR",0.048,0.065,"8"
"I",0.375,0.27,0.085,0.218,0.0945,0.039,0.07,"7"
"I",0.38,0.275,"X8HT2vJ4d3",0.256,0.11,0.0535,0.0755,"6"
"I",0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,"8"
"I",0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,"9"
"I",0.385,0.28,0.085,0.2175,0.097,0.038,0.067,"8"
"I",0.385,0.3,0.095,0.302,0.152,"9qPAwClF67",0.0735,"7"
"I",0.385,0.28,0.09,0.228,0.1025,"EKViU6VbRX",0.0655,"5"
"I",0.39,0.3,0.095,0.3265,0.1665,0.0575,"ALJkbVaV10","7"
"I",0.395,0.305,0.105,0.284,0.1135,"npsSDiFeT9",0.0945,"8"
"I",0.395,0.295,0.095,0.2725,"l40p0YesuN",0.0625,0.085,"8"
"I",0.395,0.27,0.1,0.2985,0.1445,0.061,0.082,"5"
"I",0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,"5"
"I",0.405,0.285,0.09,0.2645,0.1265,"VfLuU4sZEJ",0.075,"6"
"I",0.41,0.335,0.11,0.33,0.157,"Ed7AlQ5CEk",0.17,"7"
"I",0.42,0.305,0.09,0.328,0.168,0.0615,"QkrZGfHC0u","6"
"I",0.425,0.325,0.11,0.3335,0.173,0.045,0.1,"7"
"I",0.425,0.32,"eIyImXQj41",0.3055,0.126,0.06,"cBkQXNWehV","7"
"I",0.425,0.31,0.09,0.301,0.1385,0.065,0.08,"7"
"I",0.43,0.34,0.0,0.428,0.2065,0.086,0.115,"8"
"I",0.43,0.315,0.095,0.378,0.175,0.08,0.1045,"8"
"I",0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,"7"
"I",0.44,0.34,0.12,0.438,0.2115,0.083,0.12,"9"
"I",0.45,0.33,0.105,0.448,0.208,0.089,0.12,"9"
"I",0.455,"Zt7MR3GP5h",0.105,0.4005,0.164,0.0755,0.126,"8"
"F",0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,"8"
"I",0.455,0.33,0.1,0.372,0.358,0.0775,0.11,"8"
"I",0.46,0.36,"fP2BGAdEVh",0.466,0.2225,0.099,0.11,"7"
"I",0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,"9"
"F",0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,"8"
"I",0.465,0.34,0.11,0.346,0.1425,0.073,0.113,"11"
"I",0.47,0.365,0.1,"CUiQuT8bbS",0.175,0.0855,0.135,"8"
"I",0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,"8"
"I",0.47,0.355,0.12,0.393,0.167,0.0885,0.115,"8"
"I",0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,"8"
"I",0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,"8"
"I",0.475,0.36,"ZmAh32V9cL",0.492,0.211,0.11,0.15,"8"
"yS6gCnUXrX",0.48,0.37,0.125,0.5435,0.244,0.101,0.165,"9"
"I",0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,"8"
"I",0.48,0.365,"3OoXXU8pmM",0.461,0.2205,0.0835,0.135,"8"
"I",0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,"8"
"I",0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,"7"
"M",0.495,0.395,0.12,0.553,0.224,0.1375,0.167,"8"
"I",0.5,0.38,0.135,"A76WhZ9kr1",0.2945,0.104,0.1565,"9"
"M",0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,"9"
"I",0.5,0.375,0.145,0.5795,"zJvL7sGQ5H",0.1375,0.185,"9"
"I",0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,"9"
"I",0.5,0.375,0.125,"q2c8ma7Xy2",0.259,0.124,0.157,"7"
"I",0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,"9"
"I",0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,"8"
"I",0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,"7"
"I","fUFUDqFhRW",0.395,0.105,0.551,0.248,0.103,0.171,"8"
"I",0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,"7"
"I",0.515,0.42,0.135,0.711,"MA2LRr3Yc7",0.144,0.205,"13"
"I",0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,"9"
"I",0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,"10"
"I",0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,"9"
"I",0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,"9"
"M",0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,"9"
"I",0.53,0.415,0.13,0.694,0.3905,0.111,0.167,"9"
"I",0.53,0.42,0.155,0.81,"nJfSrYj9Tf",0.111,0.192,"10"
"I",0.53,0.415,0.11,0.5745,0.2525,"h0wwKnQ4wu",0.189,"9"
"I",0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,"9"
"I",0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,"9"
"I",0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,"8"
"F",0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,"9"
"M","guh1AetFpB",0.435,0.15,0.717,0.3475,0.1445,0.194,"9"
"F",0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,"10"
"I",0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,"9"
"I",0.545,0.435,0.135,0.7715,0.372,0.148,0.227,"8"
"F",0.545,0.445,0.15,0.8,0.3535,0.163,0.207,"9"
"I",0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,"10"
"I",0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,"8"
"I",0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,"11"
"F",0.55,0.405,0.125,0.651,0.2965,0.137,"hQ549ievMg","9"
"M",0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,"9"
"I",0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,"10"
"I",0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,"9"
"M",0.555,0.44,0.14,0.8705,0.407,0.156,0.255,"9"
"I",0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,"10"
"I",0.555,0.43,0.14,0.7665,0.341,0.165,0.23,"9"
"I",0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,"9"
"I",0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,"9"
"I",0.56,0.425,0.145,0.688,"mpDbojPcGR",0.1305,0.2165,"9"
"F",0.56,0.445,0.155,1.224,0.5565,"Q5XCph0C6e",0.2695,"10"
"I",0.56,0.455,0.145,"VwgiRFC3Iy",0.547,0.1615,0.235,"9"
"I",0.565,0.44,0.175,0.8735,0.414,0.21,0.21,"11"
"F",0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,"8"
"M",0.565,0.445,0.15,0.796,"qKcUKeBH8Q",0.184,0.219,"8"
"M",0.565,0.39,0.125,0.744,0.352,0.13,0.1685,"11"
"I",0.57,0.45,"xm59eZ2sEj",0.751,0.2825,0.2195,0.2215,"10"
"nDVweF5fJQ",0.57,0.45,"DG7OClfbOp",0.794,0.3815,0.1415,0.245,"8"
"F",0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,"9"
"M",0.57,0.435,0.17,0.873,0.382,0.183,0.2705,"10"
"I",0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,"10"
"M",0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,"9"
"F",0.575,0.42,0.135,0.857,0.461,0.147,0.2125,"10"
"F",0.575,0.48,0.165,1.078,0.511,0.2095,0.306,"9"
"M",0.575,0.46,0.155,0.892,0.4415,0.176,0.22,"10"
"M",0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,"10"
"M",0.58,0.455,0.135,0.7955,0.405,"ghn3pylcjT",0.204,"10"
"F",0.58,0.445,0.15,0.858,0.4,0.156,0.253,"8"
"M",0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,"9"
"M",0.585,0.49,0.185,1.171,0.522,0.2535,0.335,"10"
"I",0.585,0.475,0.16,1.0505,0.48,0.234,0.285,"10"
"M",0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,"10"
"M",0.585,0.47,0.165,1.409,0.8,0.229,0.295,"10"
"M",0.585,0.475,0.15,1.065,0.5315,0.199,"cZXF677Hb9","10"
"M",0.585,"JmkC1Ay1cd",0.18,0.7995,0.336,0.1855,0.237,"8"
"I",0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,"9"
"M",0.59,0.47,0.18,1.187,0.5985,0.227,0.31,"9"
"M",0.59,0.455,0.155,0.8855,0.388,0.188,0.275,"10"
"F",0.595,0.465,0.15,0.98,0.4115,0.196,"9s2A04sk9c","10"
"F",0.595,0.465,0.155,1.026,"6BjBnLBTjG",0.112,0.305,"12"
"M",0.6,0.475,0.17,1.1315,0.508,0.272,0.309,"10"
"M",0.6,0.48,0.155,1.014,0.451,0.1885,0.325,"11"
"I",0.6,0.475,0.15,1.12,0.565,0.2465,0.27,"10"
"F",0.6,0.465,0.155,1.04,0.4755,0.25,0.28,"11"
"F",0.6,0.455,0.145,0.8895,0.419,"G7VQ3uMrpN",0.269,"10"
"M",0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,"11"
"I",0.605,0.485,0.15,1.238,0.6315,0.226,0.33,"11"
"M",0.605,0.49,0.14,0.9755,0.419,0.206,0.315,"10"
"I",0.605,0.435,0.13,0.9025,0.432,0.174,0.26,"11"
"F",0.605,0.475,0.175,1.076,0.463,0.2195,0.335,"9"
"F",0.605,0.47,0.16,1.0835,0.5405,0.2215,"IU0B4gzYBN","12"
"M",0.61,0.45,0.15,0.871,0.407,0.1835,0.25,"10"
"M",0.61,0.48,0.165,1.244,0.6345,0.257,0.305,"12"
"M",0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,"10"
"I",0.61,0.465,0.15,"igxyG5brxo",0.4495,0.1725,0.286,"9"
"M",0.61,0.48,0.17,1.137,0.4565,0.29,0.347,"10"
"M",0.61,0.46,0.16,1.0,0.494,0.197,0.275,"10"
"F",0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,"10"
"M",0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,"10"
"M",0.615,0.5,0.17,1.054,0.4845,0.228,0.295,"10"
"F",0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,"12"
"M",0.615,0.475,0.17,1.129,0.4795,0.302,0.3,"10"
"M",0.615,0.48,0.175,1.118,0.446,0.3195,0.3,"9"
"F",0.615,0.475,0.155,1.115,0.484,0.2115,0.355,"10"
"M",0.62,"9lkRGUlJeT",0.175,1.2815,0.5715,0.2385,0.39,"10"
"M",0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,"12"
"F",0.62,0.5,0.15,1.293,"0Znukip5Si",0.3135,0.354,"10"
"F",0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,"10"
"M",0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,"9"
"JchMczF1hq",0.625,0.505,0.175,"or1hvCgRBo",0.5475,0.256,0.3045,"11"
"F",0.625,0.515,"mSq9z1tADl",1.264,0.5715,0.326,0.321,"9"
"F",0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,"12"
"F","NjFRaXBBD7",0.485,0.17,1.3205,0.5945,0.345,"miHZrSzxoJ","9"
"I",0.63,0.505,0.18,1.272,0.6025,0.295,0.315,"11"
"M",0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,"12"
"I",0.63,0.475,0.145,"0ii3L425GW",0.5165,0.2195,0.28,"10"
"M",0.63,0.495,0.16,1.093,0.497,0.221,0.315,"12"
"M",0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,"10"
"F",0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,"9"
"F",0.635,0.495,0.175,1.211,0.707,0.2725,0.323,"9"
"M",0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,"10"
"M",0.635,0.51,0.155,0.986,0.405,0.2255,0.31,"10"
"M",0.64,0.565,0.23,1.521,0.644,0.372,0.406,"15"
"M",0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,"10"
"M",0.645,0.51,0.16,1.1835,0.556,"O7nrNVswE6",0.345,"11"
"M",0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,"10"
"azvbrTZyoE",0.645,0.525,"4TV5j5btnx",1.5075,0.7455,0.245,0.4325,"11"
"F",0.65,0.505,0.165,1.16,0.4785,"Z6DBm2p0UO",0.349,"11"
"F",0.65,0.59,0.22,"Z6n977gwhY",0.77,0.378,0.435,"11"
"M",0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,"11"
"M",0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,"9"
"F",0.65,0.51,0.17,1.567,0.7245,"mM2eNaNVwk",0.391,"10"
"F",0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,"10"
"M",0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,"13"
"F",0.655,0.52,0.19,1.4545,"aGTvsK8Fg3","zkU3wHEbSz",0.383,"10"
"M",0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,"10"
"F",0.66,0.495,0.21,"WdiO6Q4BMo",0.724,0.3525,0.3925,"10"
"6UJWmxlYP8",0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,"10"
"F",0.665,0.53,"0UEqSttcjJ",1.491,0.6345,0.342,0.435,"10"
"F",0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,"11"
"F",0.67,0.505,0.175,1.0145,"L8wigpPJhZ",0.271,0.3745,"10"
"M",0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,"13"
"M",0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,"9"
"F",0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,"11"
"F",0.7,0.545,0.13,"00A9NXRtRo",0.6725,0.374,0.195,"12"
"M",0.705,0.565,0.515,"kLYtxI2zRI",1.1075,0.4865,0.512,"10"
"M",0.705,0.555,0.215,2.141,"Chzz1xqkms",0.383,0.528,"11"
"F",0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,"12"
"F",0.71,0.55,0.17,1.614,0.743,0.345,0.45,"11"
"F",0.72,0.575,0.17,1.9335,0.913,0.389,0.51,"13"
"M",0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,"12"
"F",0.725,0.6,0.2,1.737,0.697,0.3585,0.595,"11"
"MAE4Hn8dpB",0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,"11"
"F",0.735,0.565,0.205,2.1275,0.949,0.46,0.565,"12"
"F","ffjaVhnnMd",0.57,0.215,2.25,1.1565,0.446,0.558,"9"
"F",0.75,0.61,0.235,2.5085,1.232,0.519,0.612,"14"
"F",0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,"14"
"I",0.14,0.105,0.035,0.014,0.0055,0.0025,"THePOMu5yD","3"
"I",0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,"4"
"I",0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,"7"
"I",0.365,0.255,0.08,0.1985,"n0OdJW3bg2",0.0345,0.053,"5"
"I",0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,"6"
"I",0.375,0.28,0.085,0.3155,0.187,0.046,0.067,"7"
"I",0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,"5"
"I",0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,"5"
"I",0.4,0.29,"pix83g5Ryx",0.329,0.188,0.0455,0.0825,"6"
"I","vA3jtLVUOn",0.3,"Tx0olS39JO",0.2815,0.1185,0.061,0.08,"7"
"I",0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,"8"
"I",0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,"7"
"XKXHi4x6Wo",0.405,0.3,0.105,0.304,0.1455,"6CLMpVyRQ9",0.0805,"6"
"I",0.41,0.32,0.095,0.2905,0.141,0.063,0.073,"5"
"M",0.415,"SYLfzpiP3F",0.115,0.3895,0.2015,0.065,"vuDCUY9Hl5","9"
"I",0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,"6"
"I",0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,"6"
"I",0.44,0.34,0.105,0.369,0.164,0.08,0.1015,"5"
"M",0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,"8"
"I","5Obm2a4dYr",0.365,0.11,0.4465,0.213,0.089,0.1135,"9"
"M",0.45,0.335,0.125,"WBwPFv0UOk",0.2165,0.126,0.11,"6"
"I",0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,"7"
"I",0.46,0.355,0.11,0.436,0.1975,0.096,"RHMBPJyznU","8"
"I",0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,"9"
"I",0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,"6"
"I","DdpgV9IpEf",0.355,0.12,0.3685,0.126,0.0835,0.1365,"6"
"M",0.475,0.37,0.125,0.649,0.347,0.136,0.142,"8"
"I",0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,"7"
"F",0.475,0.365,0.115,0.566,0.281,0.117,0.1335,"7"
"I",0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,"7"
"I",0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,"6"
"M",0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,"8"
"M",0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,"6"
"F",0.495,0.38,"Fi2fhFHE8W",0.573,0.2655,0.1285,0.144,"7"
"M",0.505,0.385,0.105,0.5525,0.239,"12vDEqxk0X",0.1555,"9"
"F",0.505,0.38,0.135,0.6855,0.361,"ntXwsDN9X5",0.161,"9"
"I",0.515,"OlAckfMXh7",0.125,0.556,0.2695,0.096,0.17,"8"
"M",0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,"8"
"I",0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,"7"
"M",0.52,0.4,0.125,0.559,0.254,0.139,0.149,"8"
"M",0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,"8"
"I",0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,"9"
"M",0.53,0.4,0.125,0.7575,0.398,0.151,0.175,"8"
"F",0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,"9"
"F","XDtkBIQSaq",0.43,0.14,0.84,0.375,0.218,0.1945,"8"
"M",0.55,0.425,0.16,0.793,0.343,0.2035,0.215,"9"
"F",0.56,0.43,0.15,0.8745,0.453,0.161,0.22,"8"
"F",0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,"9"
"M",0.57,0.445,0.15,0.9875,0.504,0.207,0.249,"8"
"M",0.575,0.465,0.15,1.08,0.595,0.2065,0.238,"9"
"M",0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,"8"
"F",0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,"9"
"F",0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,"9"
"M",0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,"8"
"M","dtMJnvMHUz",0.44,0.15,0.8725,0.387,0.215,0.245,"8"
"F",0.59,0.465,0.15,1.151,0.613,0.239,0.2515,"9"
"F",0.59,0.46,0.145,0.9905,0.453,0.2205,"f3lVpe0fVO","8"
"pBky3Vo9lW",0.595,0.455,0.16,1.04,0.452,0.2655,0.288,"9"
"M",0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,"8"
"M","oJEdAhYaAk",0.465,0.2,1.259,0.6405,0.1985,0.357,"9"
"F",0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,"11"
"F",0.605,0.485,0.16,1.201,0.417,0.2875,0.38,"9"
"F",0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,"9"
"F",0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,"11"
"I",0.615,"7gQodmZ1FU",0.13,0.8425,0.353,0.1915,0.251,"8"
"M",0.62,"LVsIPlRz9Q",0.155,1.049,0.462,0.231,0.25,"10"
"F","hCGKfXFgPC",0.435,0.155,1.012,0.477,0.236,0.275,"8"
"M",0.62,0.48,"7d9HvSoVoi",1.0725,0.4815,0.235,0.312,"9"
"M",0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,"10"
"M",0.625,0.47,"4G594WGUA8",1.136,0.451,0.3245,"OGLyd51Fp3","11"
"M",0.63,"IcCMtow9PW",0.145,1.1005,0.52,0.26,0.276,"9"
"F",0.63,0.5,0.175,1.1105,0.467,0.268,0.329,"10"
"M",0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,"9"
"M",0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,"11"
"F",0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,"10"
"F",0.635,0.505,0.145,1.1345,"1TivFsv0wy",0.2655,0.315,"10"
"M",0.635,0.51,0.185,1.308,0.544,0.318,0.377,"8"
"F","Z3qCEuaqsa",0.515,0.205,1.5335,0.6635,0.3345,0.4025,"9"
"F",0.645,0.515,"FrfnjLMlQt",1.546,0.7035,0.365,0.415,"10"
"M",0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,"11"
"F",0.645,"REhBG7sLF8",0.165,1.318,0.55,0.3015,0.335,"11"
"F",0.65,0.545,0.175,1.5245,0.59,0.326,0.495,"10"
"M",0.65,0.515,0.175,1.466,0.677,0.3045,0.4,"10"
"F",0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,"9"
"M",0.65,0.485,0.14,1.175,0.475,0.2435,0.215,"8"
"F",0.655,0.54,0.215,1.5555,0.695,0.296,0.444,"11"
"M",0.655,0.51,0.215,1.7835,0.8885,"BkmQO4LRlx",0.4195,"11"
"M",0.66,0.505,0.165,1.374,0.589,0.351,0.345,"10"
"F",0.665,0.515,0.18,1.389,0.5945,0.324,0.395,"10"
"M",0.67,0.545,0.2,1.7025,0.833,0.374,0.41,"11"
"M",0.67,0.51,0.175,1.5265,0.651,0.4475,"OJ2VEVXmOi","10"
"M",0.67,0.5,0.19,1.519,0.616,0.388,0.415,"10"
"F",0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,"12"
"ofHYo2QVSZ",0.68,"S801fVGNsl",0.17,1.6115,"SAnEno1sVW",0.306,0.395,"11"
"M",0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,"12"
"F",0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,"11"
"M",0.7,0.555,0.2,1.858,0.73,0.3665,0.595,"11"
"M",0.705,0.56,0.165,1.675,0.797,0.4095,0.388,"10"
"P2w4EuGMY6",0.72,0.565,0.2,2.1055,1.017,0.363,0.494,"12"
"FccpGoNIKF",0.725,0.575,0.24,2.21,1.351,0.413,0.5015,"13"
"M",0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,"10"
"M",0.75,0.55,0.18,1.893,0.942,0.397,0.445,"11"
"I",0.21,0.17,0.045,0.0475,0.019,0.011,0.013,"5"
"I",0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,"5"
"I","9VmBZs6rKa",0.215,0.07,0.121,0.047,0.0155,0.0405,"6"
"I",0.3,0.23,0.085,0.117,"cPBiq5oQhW",0.0175,0.0415,"6"
"pYCDQvK0eg",0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,"6"
"I","dlkSAYbNGt",0.255,0.08,0.168,"hqCXUlHpU9",0.0355,0.05,"5"
"I",0.35,0.26,"nxEsdJgLCO",0.18,0.09,"XE8N9GCrtB",0.055,"5"
"I","rSHiYfYfDD",0.27,0.075,0.1775,0.079,0.0315,0.054,"6"
"I",0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,"7"
"I",0.36,0.27,0.095,0.2,0.073,0.056,0.061,"8"
"I",0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,"7"
"I",0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,"7"
"I",0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,"7"
"I",0.37,0.27,0.095,0.2175,0.097,0.046,0.065,"6"
"I",0.375,0.28,0.08,"IveY0pg6Vv",0.0935,0.0925,0.07,"7"
"I",0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,"7"
"I",0.38,0.29,0.1,0.237,0.108,"6QjZiKWeqO",0.082,"6"
"I",0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,"8"
"FEwniolXXb",0.385,0.28,0.095,0.257,0.119,0.059,0.07,"7"
"I",0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,"8"
"I",0.39,0.3,0.09,0.252,0.1065,0.053,0.08,"7"
"I",0.39,0.285,0.1,0.281,0.1275,0.062,0.077,"7"
"I","wtHzRR0NCQ",0.29,0.1,0.2225,0.095,0.0465,0.073,"7"
"I",0.41,"7RrUtAlTci",0.09,0.304,0.129,0.071,0.0955,"8"
"I",0.41,0.3,0.09,0.28,0.141,"mWfMdV8RlQ",0.075,"8"
"I",0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,"7"
"I",0.425,0.325,0.11,0.317,0.135,0.048,0.09,"8"
"I",0.425,0.315,0.08,0.303,0.131,0.0585,0.095,"7"
"I",0.435,0.335,0.1,0.3295,0.129,0.07,0.11,"7"
"RZ5yriLSma",0.435,0.325,0.11,0.367,0.1595,0.08,0.105,"6"
"I",0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,"8"
"I",0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,"7"
"I",0.455,0.36,0.115,0.457,"uWF1ULctvB",0.0855,0.147,"10"
"I",0.46,0.35,0.11,0.4,0.176,0.083,0.1205,"7"
"I",0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,"7"
"I",0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,"9"
"I",0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,"8"
"I",0.47,0.355,0.125,0.499,0.21,"TLBvKcBnwF",0.155,"8"
"I",0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,"8"
"M",0.475,0.36,0.1,0.4285,0.1965,"WjJ8wFQE2X",0.112,"7"
"I",0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,"8"
