"Name","Short description","Gender","Country","Occupation","Birth year","Death year","Manner of death","target"
"","","","","","","","",36.0
"","","","","","","","",42.0
"","","","","",1907.0,"","",84.0
"Willy Schäfer","","Male","","","","","",78.0
"","","","","","","","",72.0
"","","","","","","","",80.0
"","","","","","","","",76.0
"","","Male","","","","","",56.0
"","","","","","","","",48.0
"","","","","","","","",74.0
"","","","","","","","",84.0
"","","","","Artist","","","",83.0
"","","Male","","","","","",84.0
"","","","","Researcher","","","",56.0
"","","","","","","","",76.0
"","German noble","","","","","","",51.0
"","","","","",1876.0,"","",88.0
"","","","","","","","",40.0
"","","","","","","","",74.0
"","","","","","","","",72.0
"","","","","","","","",76.0
"","","","","","","","",70.0
"","","","","","","","",67.0
"","architect","","","","","","",57.0
"","","","","","","","",76.0
"","","","","","","","",54.0
"","","","","","","","",54.0
"Wendelin Förster","","","","","","","",71.0
"","","","","","","","",38.0
"","","","","","","","",70.0
"","","","","","","","",84.0
"","","","","","","","",83.0
"","","","","","","","",43.0
"","","","","","","","",64.0
"","","","","","","","",86.0
"","","","","","",1988.0,"",81.0
"","","","","","",2004.0,"",88.0
"","","","","","","","",53.0
"","","","","","",1986.0,"",79.0
"","","","","","","","",58.0
"","","","","","","","",75.0
"","","","","","",1997.0,"",60.0
"","","","","","","","",70.0
"","","","","","","","",71.0
"","","","","","","","",88.0
"","","","","","","","",70.0
"","","","","","","","",64.0
"","","","","","","","",79.0
"","","","","","","","",86.0
"","","","","","","","",86.0
"","German general","","","","","","",88.0
"","","","","","","","",84.0
"","","","","","","","",74.0
"","","Male","","","","","",84.0
"","","","","","",1871.0,"",63.0
"","","","","","","","",79.0
"","","","","",1782.0,"","",78.0
"","","","","","","","",68.0
"","","","","","","","",42.0
"","","","","","","","",78.0
"","","","","","","","",68.0
"","","","","","","","",74.0
"Constantine, Hereditary Prince of Löwenstein-Wertheim-Rosenberg","","","","","","","",36.0
"","","","Austria","","","","",75.0
"","","","","Researcher","","","",53.0
"","","","","Entrepreneur","","","",72.0
"","","","","",1888.0,"","",81.0
"","","","","","","","",66.0
"","","","","","","","",78.0
"","","","","","","","",59.0
"","","","","","","","",67.0
"","","","","","","","",81.0
"","","","","","","","",69.0
"","","","","","","","",60.0
"","","","","","","","",49.0
"","","","","","","","",97.0
"","","","","","","","",77.0
"","","","Austria","","","","",67.0
"","","","","","","","",75.0
"","","","","","","","",49.0
"","","Male","","","","","",56.0
"","","","","","","","",57.0
"","","","","","","","",70.0
"","","","","",1910.0,"","",99.0
"","","","","Artist","","","",81.0
"","","","","",1937.0,"","",77.0
"","","","","","","","",73.0
"","","","","","","","",81.0
"","","","","","","","",79.0
"","","","","","","","",42.0
"","","","","","","","",80.0
"","","","","","","","",80.0
"","","","","","","","",31.0
"","","","","","",1984.0,"",76.0
"","","","","","","","",80.0
"","Austrian historian and librarian","","","","","","",89.0
"","","","","Artist","","","",74.0
"","","","","","","","",95.0
"","","","","","","","",72.0
"","","","","","","","",91.0
"","","","","","","","",61.0
"","","","","",1450.0,"","",48.0
"","","","","","","","",69.0
"","","","","","","","",69.0
"","","","","","","","",86.0
"","","","","","","","",83.0
"","","","","","","","",81.0
"","","Male","","","","","",74.0
"","","","","","","","",74.0
"","","","","","","","",74.0
"","","","","","","","",71.0
"","","","","","","","",83.0
"","","","","","","","",56.0
"","","","","","","","",81.0
"","","Male","","","","","",83.0
"","","","","Artist","","","",78.0
"","","","","","","","",38.0
"","","","","","","","",89.0
"","","","","Dermatologist","","","",58.0
"","","","","","","","",71.0
"","","","","","","","",65.0
"","","","","","","","",53.0
"","","","","","","","",72.0
"","","","","",1819.0,"","",46.0
"","","","","","","","",51.0
"","","","","","","","",88.0
"","","","","","","","",86.0
"Alfred Francis Pribram","","","","","","","",82.0
"","Austrian general","","","","","","",48.0
"","","","","","","","",82.0
"","","","","","","","",79.0
"","","","","",1884.0,"","",92.0
"","","","","","","","",98.0
"","","","","","","","",29.0
"","","","","","","","",76.0
"","","","","","","","",47.0
"","","","","","","","",75.0
"","","","","","","","",52.0
"","Austrian actor (1899-1980)","","","",1899.0,"","",81.0
"","","","","","","","",99.0
"","","","","","","","",58.0
"","","","","Military personnel","","","",40.0
"","","","","","","","",67.0
"","","","","","",1943.0,"",39.0
"","","","","","","","",62.0
"","","","","","","","",66.0
"","","","","","","","",53.0
"","","","","","","","",91.0
"","","","","","",1993.0,"",84.0
"","","","","","","","",61.0
"","","","","","","","",78.0
"","","","","","","","",57.0
"","","","","","","","",24.0
"","","","","","","","",76.0
"","","","","","","","",95.0
"","","","","","",1962.0,"",65.0
"","","","","","","","",47.0
"","","","","","","","",91.0
"","","","","","","","",82.0
"","","","","","","","",87.0
"","","","","","","","",45.0
"","","","","","","","",77.0
"","","","","","","","",52.0
"","","","","","","","",74.0
"","","","","","","","",61.0
"","","Male","","","","","",72.0
"","","","","","","","",17.0
"","","","","","","","",76.0
"","","","","","","","",81.0
"","","","","","","","",73.0
"","","","","","","","",71.0
"","","Male","","","","","",83.0
"","","","Austria","","","","",90.0
"","German politician (1866-1946)","","","","","","",80.0
"","","","","","","","",96.0
"","","","","","","","",83.0
"","","","","","","","",46.0
"","","","","","","","",83.0
"","","Male","","","","","",77.0
"","German singer and opera singer","","","","","","",71.0
"","","","","","","","",79.0
"","","","","","","","",75.0
"","","","","Researcher","","","",80.0
"","Austrian theologian","","","","","","",90.0
"","","","","","",1967.0,"",87.0
"Franz Neumann","","","","","","","",61.0
"","","","","","","","",71.0
"","","","","","","","",50.0
"","","","","","",1965.0,"",73.0
"","Austrian lawyer (1881-1955)","","","","","","",74.0
"","","","Germany","","","","",57.0
"","","","","","",1919.0,"",73.0
"","","","","","","","",89.0
"","Psychiatrist and neurologist","","","","","","",80.0
"","","","","","","","",82.0
"Franz Reinisch","","","","","","","",39.0
"Marie Juchacz","","","","","","","",77.0
"","","","","Teacher","","","",40.0
"","","","","","","","",80.0
"","","","","","","","",90.0
"","","","","","","","",85.0
"","German archbishop","","","","","","",71.0
"","","","","","","","",82.0
"","","","","","","","",88.0
"","","","","","","","",94.0
"","","","","",1875.0,"","",59.0
"","","","","","","","",72.0
"","","","","",1910.0,"","",73.0
"","","","Germany","Politician","","","",79.0
"","","","","","","","",93.0
"","","","","","","","",87.0
"","","","","","","","",86.0
"","","","","","","","",83.0
"","","","","","","","",90.0
"","","","","","","","",69.0
"","","","","","","","",82.0
"Heinrich Obersteiner","","","","","","","",75.0
"","","","","","","","",78.0
"","","","","","","","",79.0
"","","","","","",2002.0,"",93.0
"","","","Austria","","","","",81.0
"","","","","","","","",57.0
"","","","","","","","",97.0
"","","","","","","","",79.0
"","","","Belgium; Germany","","","","",41.0
"","","","","","","","",25.0
"","","","","","","","",76.0
"","","","","","","","",74.0
"","","","","","","","",82.0
"","","","","","","","",89.0
"","","","Germany","","","","",72.0
"","","","","","","","",76.0
"Margaret Stonborough-Wittgenstein","","","","","","","",76.0
"","","","","","","","",47.0
"","","","","","","","",68.0
"","","","","","","","",32.0
"Egon Seefehlner","","Male","","","","","",85.0
"","","","","","","","",80.0
"","","","","","","","",76.0
"","","","","Architect","","","",69.0
"","","Male","","","","","",69.0
"","","","","","","","",83.0
"","","","","","","","",85.0
"","","","","","","","",79.0
"","","","","","","","",65.0
"","","Male","","",1850.0,"","",87.0
"","Austrian philosopher","Male","","","","","",95.0
"","","Male","","","","","",77.0
"","","","","","","","",46.0
"","","","","","","","",62.0
"","","","","Researcher","","","",97.0
"","","","","","","","",72.0
"","","","","",1923.0,"","",90.0
"","","","","","","","",65.0
"","","","","","","","",64.0
"Abraham Buschke","","","","","","","",75.0
"","","","","","","","",52.0
"","","","","","","","",67.0
"","","","","","","","",75.0
"","","","","","","","",71.0
"","","","","",1882.0,"","",55.0
"","","","","","",1912.0,"",66.0
"","","","","","","","",67.0
"","","","","","","","",80.0
"","","","","","","","",69.0
"","","","","","","","",73.0
"","","","","",1901.0,"","",63.0
"","","","","","","","",87.0
"","","","","","","","",89.0
"","","","","","","","",94.0
"","","","","","","","",52.0
"","","","","","","","",83.0
"","","","","","","","",38.0
"","","","","","","","",60.0
"","","","","","","","",86.0
"","","","Austria","","","","",73.0
"","","","","","","","",56.0
"","","","","","","","",86.0
"","","","Germany","","",1870.0,"",77.0
"","","","","","","","",81.0
"","","","","Military personnel","","","",37.0
"","","","","","","","",95.0
"","","","","","","","",67.0
"","","","","","","","",59.0
"","","","","","","","",65.0
"","","","","","","","",73.0
"","","Male","","","","","",67.0
"","","","","","","","",31.0
"","","","","","","","",31.0
"","","","","","","","",87.0
"","German racing cyclist","","","","","","",25.0
"","","","","","","","",94.0
"Friedrich von Hellwald","","","","","","","",50.0
"","","","","",1855.0,"","",66.0
"","","","","","","","",51.0
"","","","","","","","",46.0
"","","","","Female guards in nazi concentration camps; concentration camp guard","","","",73.0
"","","","","","","","",84.0
"","","","","","","","",56.0
"","","","","",1897.0,1975.0,"",78.0
"","","","","","","","",22.0
"","","","","","","","",75.0
"","","","Austria","","",1980.0,"",81.0
"","","Male","","","","","",80.0
"","","","","","","","",77.0
"","","","","","","","",50.0
"","","","","","","","",84.0
"","","","","","","","",79.0
"","","","","","","","",88.0
"","","","","","","","",74.0
"Carmen Cartellieri","","","","","","","",62.0
"","German singer","","","","","","",86.0
"","","","Austria","","","","",77.0
"","","","","",1890.0,"","",92.0
"","","","","","","","",28.0
"","","","","","",2012.0,"",77.0
"","","","","Military personnel","","","",36.0
"","","","","","","","",70.0
"","","Female","","","","","",21.0
"","","","","","","","",81.0
"","","","","","","","",46.0
"","","","","",1545.0,"","",66.0
"","","","","","","","",47.0
"","","","","","","","",56.0
"Karl Rahm","","","","","","","",40.0
"","","","","","","","",77.0
"","","","","","","","",67.0
"","","","","","","","",79.0
"","","","Germany","","","","",86.0
"","","","","","","","",65.0
"","","","","","","","",74.0
"","","","","","","","",81.0
"","","","","","","","",72.0
"","","","","","","","",69.0
"","","Male","","","","","",51.0
"","","","","","","","",95.0
"","","","","","","","",74.0
"","","","","","","","",66.0
"","","","","","","","",72.0
"","","","","","","","",92.0
"","","","","","","","",56.0
"","","","","","","","",52.0
"","","","","","","","",66.0
"","","","","","","","",53.0
"","","","","","","","",91.0
"","","","","","","","",55.0
"","","","","","","","",76.0
"","","","","","","","",69.0
"Herbert A. Wagner","","","","","","","",82.0
"","","","","","","","",76.0
"","","","","","","","",93.0
"Camill Heller","","","","Researcher","","","",94.0
"","","","","","","","",28.0
"","","","","","","","",78.0
"","","","","","","","",14.0
"","","Female","","","","","",79.0
"","","","","","","","",69.0
"","","","","","","","",61.0
"","","","","","","","",79.0
"Szymon Bogumił Zug","","","","","","","",74.0
"","","","","","","","",71.0
"","","","","","","","",46.0
"","German medievalist and historian","","","","",1901.0,"",88.0
"","","","","","","","",69.0
"","","","","","","","",56.0
"","","","","","","","",77.0
"","","","","","","","",65.0
"","","","","","","","",41.0
"","","","","","","","",67.0
"","","","","","","","",50.0
"","","Male","","","","","",69.0
"Martin Broszat","German historian","","","","","","",63.0
"","","","","","","","",56.0
"","","","","","","","",80.0
"","","","","","","","",74.0
"","","","","","","","",85.0
"","","","","","","","",81.0
"","","","","","",1985.0,"",81.0
"","","","","","","","",70.0
"","","","","","","","",95.0
"","","","","","","","",65.0
"","","","","","","","",81.0
"","","","","","","","",71.0
"","","","","","","","",85.0
"","","Male","","","","","",86.0
"","","","","","","","",82.0
"","","","","","",1939.0,"",77.0
"","","","","","","","",84.0
"","","","","","","","",57.0
"","","","United States of America; Germany","","","","",79.0
"","","","","","","","",60.0
"","","","","","","","",80.0
"","","","","","","","",92.0
"","","","Germany","","","","",59.0
"","","","","","","","",75.0
"","","Male","","","","","",68.0
"","","","","","","","",85.0
"","","","","","","","",56.0
"","","","","Politician","","","",47.0
"","","","Germany","","","","",78.0
"","","","","","","","",78.0
"Fritz Sauter","","","","Researcher","","","",77.0
"","American-based German activist","","","Teacher","","","",83.0
"","","","","","","","",83.0
"","","","","","","","",76.0
"","","","","","","","",87.0
"","","","","","","","",62.0
"","","","","","","","",68.0
"","","","","","","","",73.0
"","","","","Politician","",1987.0,"",87.0
"","German geo scientist","","","","","","",73.0
"","","","","","","","",95.0
"","","","","","","","",73.0
"","","","","","","","",63.0
"","","","","","","","",54.0
"","","","","","","","",76.0
"","","","","","","","",89.0
"","","","","","","","",88.0
"","","","","","","","",81.0
"","","","","","","","",50.0
"","","","","","","","",54.0
"","","","Austria","","","","",85.0
"","","","","","","","",43.0
"","SS officer","","","","",2008.0,"",91.0
"","Austrian physicist","","","","","","",79.0
"","","","","","","","",56.0
"","","","","Military personnel","","","",52.0
"Max Saenger","","","","","","","",50.0
"Eugen Beyer","","","","","","","",58.0
"","","","","","","","",29.0
"","","","","","","","",69.0
"","","","","","","","",72.0
"","","","","","","","",75.0
"","","","","","","","",90.0
"","","","","",1903.0,"","",74.0
"","","","","","","","",59.0
"","","","","","","","",95.0
"","","","","","","","",29.0
"","","","Austria","","","","",91.0
"","","","","","","","",73.0
"Hans Folz","","","","","","","",78.0
"","","","","","","","",63.0
"","","","","","","","",70.0
"","","","","","","","",44.0
